,Year,Month,Day,Hour,Visibility,Cloud_cover,Wind_speed,Temperature,Pressure,Precipitation,Insolation,Season
2280,2019,4,6,0,20000,0,4,8.6,1012.3,0.0,0.0,1
2281,2019,4,6,1,20000,0,3,8.3,1012.4,0.0,0.0,1
2282,2019,4,6,2,20000,0,3,8.8,1012.7,0.0,0.0,1
2283,2019,4,6,3,20000,1,3,8.2,1012.8,0.0,0.0,1
2284,2019,4,6,4,20000,1,3,7.2,1013.0,0.0,0.0,1
2285,2019,4,6,5,20000,1,2,6.6,1013.2,0.0,0.0,1
2286,2019,4,6,6,20000,2,2,8.1,1013.6,0.0,0.4,1
2287,2019,4,6,7,20000,3,3,8.8,1013.8,0.0,0.9,1
2288,2019,4,6,8,20000,2,2,9.7,1013.7,0.0,0.8,1
2289,2019,4,6,9,20000,0,3,11.2,1013.4,0.0,1.0,1
2290,2019,4,6,10,20000,0,3,12.6,1013.1,0.0,1.0,1
2291,2019,4,6,11,20000,0,4,12.5,1012.5,0.0,1.0,1
2292,2019,4,6,12,19647,0,3,13.9,1012.1,0.0,1.0,1
2293,2019,4,6,13,13387,0,5,14.5,1011.7,0.0,1.0,1
2294,2019,4,6,14,20000,0,5,14.7,1011.3,0.0,1.0,1
2295,2019,4,6,15,20000,0,5,14.6,1011.0,0.0,1.0,1
2296,2019,4,6,16,20000,0,4,13.1,1010.8,0.0,1.0,1
2297,2019,4,6,17,20000,0,4,12.6,1010.8,0.0,0.7,1
2298,2019,4,6,18,17432,1,4,11.6,1010.8,0.0,0.0,1
2299,2019,4,6,19,20000,0,4,12.6,1010.9,0.0,0.0,1
2300,2019,4,6,20,20000,0,4,12.5,1010.5,0.0,0.0,1
2301,2019,4,6,21,20000,0,3,10.4,1010.1,0.0,0.0,1
2302,2019,4,6,22,19754,0,3,9.4,1009.8,0.0,0.0,1
2303,2019,4,6,23,20000,0,3,9.1,1009.4,0.0,0.0,1
2304,2019,4,7,0,14543,0,1,6.2,1009.2,0.0,0.0,1
2305,2019,4,7,1,10827,0,2,5.6,1008.9,0.0,0.0,1
2306,2019,4,7,2,7092,0,1,4.5,1008.6,0.0,0.0,1
2307,2019,4,7,3,5362,0,2,4.6,1008.5,0.0,0.0,1
2308,2019,4,7,4,4035,0,2,3.5,1008.2,0.0,0.0,1
2309,2019,4,7,5,6271,2,3,4.3,1008.2,0.0,0.1,1
2310,2019,4,7,6,5147,0,0,7.1,1008.4,0.0,1.0,1
2311,2019,4,7,7,11202,0,1,8.9,1008.6,0.0,1.0,1
2312,2019,4,7,8,11992,0,2,9.4,1008.8,0.0,1.0,1
2313,2019,4,7,9,11985,0,3,9.9,1008.7,0.0,1.0,1
2314,2019,4,7,10,14874,0,3,10.9,1008.5,0.0,1.0,1
2315,2019,4,7,11,14660,0,3,11.5,1008.3,0.0,1.0,1
2316,2019,4,7,12,14201,0,4,11.4,1008.2,0.0,1.0,1
2317,2019,4,7,13,14911,0,3,11.6,1008.2,0.0,1.0,1
2318,2019,4,7,14,14544,0,5,10.5,1008.1,0.0,1.0,1
2319,2019,4,7,15,12960,0,5,10.2,1008.2,0.0,1.0,1
2320,2019,4,7,16,11466,0,4,9.2,1008.4,0.0,1.0,1
2321,2019,4,7,17,8627,0,3,8.2,1008.5,0.0,0.7,1
2322,2019,4,7,18,6037,0,3,7.1,1008.9,0.0,0.0,1
2323,2019,4,7,19,6859,0,3,6.6,1009.3,0.0,0.0,1
2324,2019,4,7,20,4993,0,2,5.7,1009.2,0.0,0.0,1
2325,2019,4,7,21,3200,0,2,5.0,1009.3,0.0,0.0,1
2326,2019,4,7,22,5225,0,1,4.9,1009.3,0.0,0.0,1
2327,2019,4,7,23,4630,0,2,5.0,1009.1,0.0,0.0,1
2328,2019,4,8,0,4624,0,3,5.5,1009.1,0.0,0.0,1
2329,2019,4,8,1,3613,0,2,4.6,1009.1,0.0,0.0,1
2330,2019,4,8,2,2237,0,2,4.0,1009.0,0.0,0.0,1
2331,2019,4,8,3,1154,0,2,2.6,1009.1,0.0,0.0,1
2332,2019,4,8,4,2838,0,2,4.6,1009.2,0.0,0.0,1
2333,2019,4,8,5,3942,0,2,4.4,1009.5,0.0,0.1,1
2334,2019,4,8,6,5427,2,3,5.8,1009.9,0.0,0.9,1
2335,2019,4,8,7,9831,4,4,6.1,1010.3,0.0,0.5,1
2336,2019,4,8,8,20000,4,6,6.4,1010.8,0.0,0.9,1
2337,2019,4,8,9,20000,6,6,6.5,1011.3,0.0,1.0,1
2338,2019,4,8,10,20000,7,7,6.4,1011.4,0.0,0.5,1
2339,2019,4,8,11,20000,7,5,5.9,1012.0,0.0,0.0,1
2340,2019,4,8,12,20000,7,6,5.5,1012.1,0.0,0.0,1
2341,2019,4,8,13,20000,5,7,5.8,1012.3,0.0,0.3,1
2342,2019,4,8,14,20000,5,5,5.6,1012.5,0.0,0.6,1
2343,2019,4,8,15,20000,7,5,5.3,1012.9,0.0,0.3,1
2344,2019,4,8,16,20000,7,8,4.6,1013.2,0.0,0.0,1
2345,2019,4,8,17,20000,6,7,4.6,1013.4,0.0,0.0,1
2346,2019,4,8,18,20000,7,7,4.4,1013.6,0.0,0.0,1
2347,2019,4,8,19,20000,7,7,4.3,1013.8,0.0,0.0,1
2348,2019,4,8,20,20000,7,6,3.8,1014.1,0.0,0.0,1
2349,2019,4,8,21,20000,7,7,3.9,1014.1,0.0,0.0,1
2350,2019,4,8,22,20000,7,6,3.8,1014.1,0.0,0.0,1
2351,2019,4,8,23,20000,7,7,3.4,1014.4,0.0,0.0,1
2352,2019,4,9,0,20000,7,6,3.4,1014.2,0.0,0.0,1
2353,2019,4,9,1,20000,7,5,3.2,1014.5,0.0,0.0,1
2354,2019,4,9,2,20000,8,4,3.1,1014.4,0.0,0.0,1
2355,2019,4,9,3,20000,8,5,3.1,1014.6,0.0,0.0,1
2356,2019,4,9,4,20000,8,6,3.3,1014.7,0.0,0.0,1
2357,2019,4,9,5,20000,7,4,3.4,1015.1,0.0,0.0,1
2358,2019,4,9,6,20000,7,4,3.6,1015.2,0.0,0.0,1
2359,2019,4,9,7,20000,7,4,3.7,1015.3,0.0,0.0,1
2360,2019,4,9,8,20000,7,5,3.7,1015.4,0.0,0.0,1
2361,2019,4,9,9,20000,4,5,4.5,1015.7,0.0,0.1,1
2362,2019,4,9,10,20000,3,7,4.2,1016.0,0.0,1.0,1
2363,2019,4,9,11,20000,3,6,4.5,1016.3,0.0,1.0,1
2364,2019,4,9,12,20000,2,6,4.1,1016.2,0.0,1.0,1
2365,2019,4,9,13,20000,1,5,4.3,1016.1,0.0,1.0,1
2366,2019,4,9,14,20000,1,4,4.3,1016.1,0.0,1.0,1
2367,2019,4,9,15,20000,1,4,4.1,1016.1,0.0,1.0,1
2368,2019,4,9,16,20000,1,5,3.4,1016.1,0.0,1.0,1
2369,2019,4,9,17,20000,1,3,2.7,1016.3,0.0,0.7,1
2370,2019,4,9,18,20000,3,3,2.2,1016.6,0.0,0.0,1
2371,2019,4,9,19,20000,4,3,2.6,1016.6,0.0,0.0,1
2372,2019,4,9,20,8170,2,3,2.0,1016.7,0.0,0.0,1
2373,2019,4,9,21,20000,1,3,2.0,1016.9,0.0,0.0,1
2374,2019,4,9,22,20000,2,4,2.2,1016.9,0.0,0.0,1
2375,2019,4,9,23,20000,6,4,2.4,1017.0,0.0,0.0,1
2376,2019,4,10,0,20000,4,5,2.4,1017.0,0.0,0.0,1
2377,2019,4,10,1,20000,6,4,2.7,1016.9,0.0,0.0,1
2378,2019,4,10,2,20000,7,3,2.7,1017.1,0.0,0.0,1
2379,2019,4,10,3,20000,7,3,3.0,1017.1,0.0,0.0,1
2380,2019,4,10,4,20000,7,5,3.1,1017.1,0.0,0.0,1
2381,2019,4,10,5,20000,7,4,2.9,1017.5,0.0,0.0,1
2382,2019,4,10,6,20000,7,4,3.0,1017.7,0.0,0.0,1
2383,2019,4,10,7,20000,7,4,3.0,1018.0,0.0,0.0,1
2384,2019,4,10,8,20000,6,3,4.1,1018.2,0.0,0.0,1
2385,2019,4,10,9,20000,7,4,3.9,1018.5,0.0,0.8,1
2386,2019,4,10,10,20000,7,3,4.1,1018.7,0.0,0.0,1
2387,2019,4,10,11,20000,7,4,4.3,1018.7,0.0,0.1,1
2388,2019,4,10,12,20000,7,4,4.8,1018.7,0.0,0.8,1
2389,2019,4,10,13,20000,7,4,4.1,1018.8,0.0,0.8,1
2390,2019,4,10,14,20000,7,4,4.2,1018.9,0.0,0.8,1
2391,2019,4,10,15,20000,7,5,3.7,1019.0,0.0,0.0,1
2392,2019,4,10,16,20000,7,4,3.3,1019.2,0.0,0.0,1
2393,2019,4,10,17,20000,7,5,3.0,1019.5,0.0,0.0,1
2394,2019,4,10,18,20000,7,4,3.0,1019.9,0.0,0.0,1
2395,2019,4,10,19,20000,7,4,3.0,1020.4,0.0,0.0,1
2396,2019,4,10,20,20000,7,4,2.5,1020.5,0.0,0.0,1
2397,2019,4,10,21,20000,5,5,2.0,1020.9,0.0,0.0,1
2398,2019,4,10,22,20000,5,4,1.9,1021.1,0.0,0.0,1
2399,2019,4,10,23,20000,7,2,2.4,1021.0,0.0,0.0,1
2400,2019,4,11,0,20000,7,4,1.7,1021.4,0.0,0.0,1
2401,2019,4,11,1,20000,7,3,1.9,1021.5,0.0,0.0,1
2402,2019,4,11,2,20000,7,3,2.4,1021.4,0.0,0.0,1
2403,2019,4,11,3,1503,7,4,0.4,1021.6,0.0,0.0,1
2404,2019,4,11,4,12043,7,2,0.8,1021.8,0.0,0.0,1
2405,2019,4,11,5,20000,7,4,1.8,1022.1,0.0,0.0,1
2406,2019,4,11,6,20000,7,5,2.4,1022.4,1.2,0.0,1
2407,2019,4,11,7,20000,7,4,2.4,1022.7,0.0,0.0,1
2408,2019,4,11,8,20000,7,4,2.8,1023.1,0.0,0.0,1
2409,2019,4,11,9,20000,7,3,3.0,1023.4,0.0,0.0,1
2410,2019,4,11,10,3277,7,4,1.3,1023.7,0.0,0.0,1
2411,2019,4,11,11,20000,7,5,3.2,1023.8,0.0,0.0,1
2412,2019,4,11,12,20000,7,6,3.0,1024.0,1.1,0.0,1
2413,2019,4,11,13,20000,7,5,3.2,1024.2,0.0,0.0,1
2414,2019,4,11,14,20000,7,6,3.3,1024.2,0.0,0.0,1
2415,2019,4,11,15,20000,7,6,3.2,1024.1,0.0,0.0,1
2416,2019,4,11,16,20000,7,6,3.0,1024.2,0.0,0.0,1
2417,2019,4,11,17,20000,7,7,2.9,1024.3,0.0,0.0,1
2418,2019,4,11,18,20000,7,4,2.7,1024.9,0.0,0.0,1
2419,2019,4,11,19,20000,7,4,2.9,1025.1,0.0,0.0,1
2420,2019,4,11,20,20000,7,6,3.3,1025.0,0.0,0.0,1
2421,2019,4,11,21,20000,7,6,3.5,1025.2,0.0,0.0,1
2422,2019,4,11,22,20000,7,7,3.5,1025.1,0.0,0.0,1
2423,2019,4,11,23,20000,7,6,3.4,1025.3,0.0,0.0,1
2424,2019,4,12,0,20000,7,6,3.2,1025.4,0.0,0.0,1
2425,2019,4,12,1,20000,8,5,3.0,1025.8,0.0,0.0,1
2426,2019,4,12,2,20000,8,4,2.8,1025.8,0.0,0.0,1
2427,2019,4,12,3,20000,8,4,2.6,1025.9,0.0,0.0,1
2428,2019,4,12,4,20000,7,2,2.1,1026.1,0.0,0.0,1
2429,2019,4,12,5,20000,7,3,2.4,1026.3,0.0,0.0,1
2430,2019,4,12,6,20000,7,5,2.5,1026.4,0.0,0.0,1
2431,2019,4,12,7,20000,7,6,2.9,1026.7,0.0,0.0,1
2432,2019,4,12,8,20000,3,6,3.3,1026.9,0.0,0.6,1
2433,2019,4,12,9,20000,7,6,3.0,1027.0,0.0,0.3,1
2434,2019,4,12,10,20000,7,5,3.1,1027.2,0.0,0.3,1
2435,2019,4,12,11,20000,7,6,3.6,1026.9,0.0,0.0,1
2436,2019,4,12,12,20000,7,6,3.9,1026.8,0.0,0.0,1
2437,2019,4,12,13,20000,6,6,4.0,1026.4,0.0,0.0,1
2438,2019,4,12,14,20000,2,7,4.2,1026.2,0.0,0.9,1
2439,2019,4,12,15,20000,1,8,3.9,1026.1,0.0,1.0,1
2440,2019,4,12,16,20000,1,9,3.3,1025.8,0.0,1.0,1
2441,2019,4,12,17,20000,1,8,3.2,1025.7,0.0,0.7,1
2442,2019,4,12,18,20000,1,8,3.1,1026.1,0.0,0.0,1
2443,2019,4,12,19,20000,2,8,3.4,1026.1,0.0,0.0,1
2444,2019,4,12,20,20000,1,7,3.5,1026.1,0.0,0.0,1
2445,2019,4,12,21,20000,1,7,3.7,1025.9,0.0,0.0,1
2446,2019,4,12,22,20000,0,5,3.8,1025.9,0.0,0.0,1
2447,2019,4,12,23,20000,0,5,3.3,1026.0,0.0,0.0,1
2448,2019,4,13,0,20000,0,4,2.1,1026.3,0.0,0.0,1
2449,2019,4,13,1,20000,0,3,1.1,1026.5,0.0,0.0,1
2450,2019,4,13,2,20000,0,4,0.8,1026.4,0.0,0.0,1
2451,2019,4,13,3,20000,0,4,0.4,1026.5,0.0,0.0,1
2452,2019,4,13,4,20000,1,5,0.8,1026.5,0.0,0.0,1
2453,2019,4,13,5,20000,1,5,1.1,1026.4,0.0,0.4,1
2454,2019,4,13,6,20000,3,5,1.4,1026.4,0.0,0.8,1
2455,2019,4,13,7,20000,2,5,2.2,1026.5,0.0,0.9,1
2456,2019,4,13,8,20000,2,6,2.3,1026.7,0.0,1.0,1
2457,2019,4,13,9,20000,1,6,3.4,1026.9,0.0,1.0,1
2458,2019,4,13,10,20000,1,6,3.4,1027.0,0.0,1.0,1
2459,2019,4,13,11,20000,1,7,3.4,1026.7,0.0,1.0,1
2460,2019,4,13,12,20000,0,8,3.6,1026.4,0.0,1.0,1
2461,2019,4,13,13,20000,1,8,4.4,1026.1,0.0,1.0,1
2462,2019,4,13,14,20000,1,8,4.5,1025.8,0.0,1.0,1
2463,2019,4,13,15,20000,1,8,4.5,1025.5,0.0,1.0,1
2464,2019,4,13,16,20000,1,9,4.5,1025.2,0.0,1.0,1
2465,2019,4,13,17,20000,2,7,4.5,1025.2,0.0,0.7,1
2466,2019,4,13,18,20000,2,6,4.4,1025.3,0.0,0.0,1
2467,2019,4,13,19,20000,2,6,4.5,1025.6,0.0,0.0,1
2468,2019,4,13,20,20000,3,6,4.9,1025.6,0.0,0.0,1
2469,2019,4,13,21,20000,5,5,5.1,1025.6,0.0,0.0,1
2470,2019,4,13,22,20000,6,5,5.1,1025.6,0.0,0.0,1
2471,2019,4,13,23,20000,7,4,4.9,1025.8,0.0,0.0,1
2472,2019,4,14,0,20000,6,5,5.0,1025.7,0.0,0.0,1
2473,2019,4,14,1,20000,6,6,4.8,1025.7,0.0,0.0,1
2474,2019,4,14,2,20000,6,7,4.3,1025.6,0.0,0.0,1
2475,2019,4,14,3,20000,5,6,3.8,1025.8,0.0,0.0,1
2476,2019,4,14,4,20000,5,5,3.4,1026.2,0.0,0.0,1
2477,2019,4,14,5,20000,5,4,4.1,1026.8,0.0,0.7,1
2478,2019,4,14,6,20000,5,4,4.7,1027.2,0.0,1.0,1
2479,2019,4,14,7,20000,4,5,5.1,1027.7,0.0,1.0,1
2480,2019,4,14,8,20000,2,4,6.1,1028.0,0.0,1.0,1
2481,2019,4,14,9,20000,2,5,6.4,1028.3,0.0,1.0,1
2482,2019,4,14,10,20000,1,5,6.8,1028.3,0.0,1.0,1
2483,2019,4,14,11,20000,1,6,7.5,1028.3,0.0,1.0,1
2484,2019,4,14,12,20000,2,8,6.9,1028.3,0.0,1.0,1
2485,2019,4,14,13,20000,4,9,6.6,1028.2,0.0,1.0,1
2486,2019,4,14,14,20000,3,9,6.4,1028.2,0.0,1.0,1
2487,2019,4,14,15,20000,2,9,6.3,1028.0,0.0,1.0,1
2488,2019,4,14,16,20000,2,10,5.8,1028.0,0.0,1.0,1
2489,2019,4,14,17,20000,3,9,5.4,1028.0,0.0,0.7,1
2490,2019,4,14,18,20000,3,7,5.1,1028.4,0.0,0.0,1
2491,2019,4,14,19,20000,1,6,5.2,1028.8,0.0,0.0,1
2492,2019,4,14,20,20000,0,6,4.9,1029.0,0.0,0.0,1
2493,2019,4,14,21,20000,0,5,4.9,1029.0,0.0,0.0,1
2494,2019,4,14,22,20000,0,6,4.8,1029.3,0.0,0.0,1
2495,2019,4,14,23,20000,0,6,4.7,1029.4,0.0,0.0,1
2496,2019,4,15,0,20000,0,4,4.6,1029.5,0.0,0.0,1
2497,2019,4,15,1,20000,0,3,4.3,1029.7,0.0,0.0,1
2498,2019,4,15,2,20000,0,4,4.2,1029.7,0.0,0.0,1
2499,2019,4,15,3,20000,1,5,4.2,1029.6,0.0,0.0,1
2500,2019,4,15,4,20000,0,4,4.1,1029.6,0.0,0.0,1
2501,2019,4,15,5,20000,1,4,4.8,1029.8,0.0,0.7,1
2502,2019,4,15,6,20000,1,4,5.5,1030.2,0.0,1.0,1
2503,2019,4,15,7,20000,1,4,5.5,1030.5,0.0,1.0,1
2504,2019,4,15,8,20000,1,5,5.5,1030.7,0.0,1.0,1
2505,2019,4,15,9,20000,3,5,6.2,1030.6,0.0,1.0,1
2506,2019,4,15,10,0,2,4,6.4,1030.3,0.0,1.0,1
2507,2019,4,15,11,0,2,5,6.4,1030.3,0.0,1.0,1
2508,2019,4,15,12,0,1,5,6.1,1030.3,0.0,1.0,1
2509,2019,4,15,13,0,1,8,6.1,1028.9,0.0,1.0,1
2510,2019,4,15,14,20000,1,8,5.8,1028.3,0.0,1.0,1
2511,2019,4,15,15,20000,1,5,5.9,1027.8,0.0,1.0,1
2512,2019,4,15,16,20000,1,5,5.0,1027.5,0.0,1.0,1
2513,2019,4,15,17,20000,1,4,4.6,1027.2,0.0,0.7,1
2514,2019,4,15,18,20000,1,4,4.5,1027.0,0.0,0.0,1
2515,2019,4,15,19,12260,3,4,4.4,1027.1,0.0,0.0,1
2516,2019,4,15,20,18384,4,3,4.4,1026.6,0.0,0.0,1
2517,2019,4,15,21,14434,6,3,5.0,1026.3,0.0,0.0,1
2518,2019,4,15,22,20000,7,3,5.1,1026.4,0.0,0.0,1
2519,2019,4,15,23,20000,7,3,5.4,1026.2,0.0,0.0,1
2520,2019,4,16,0,20000,7,3,5.2,1026.0,0.0,0.0,1
2521,2019,4,16,1,20000,6,3,5.3,1026.1,0.0,0.0,1
2522,2019,4,16,2,20000,3,3,4.9,1026.3,0.0,0.0,1
2523,2019,4,16,3,20000,2,3,4.1,1026.5,0.0,0.0,1
2524,2019,4,16,4,20000,1,3,3.5,1026.8,0.0,0.0,1
2525,2019,4,16,5,20000,1,4,3.7,1027.3,0.0,0.8,1
2526,2019,4,16,6,20000,0,4,5.0,1027.8,0.0,1.0,1
2527,2019,4,16,7,20000,0,3,6.9,1028.0,0.0,1.0,1
2528,2019,4,16,8,20000,0,3,8.9,1028.2,0.0,1.0,1
2529,2019,4,16,9,20000,0,5,8.3,1028.6,0.0,1.0,1
2530,2019,4,16,10,20000,0,5,8.6,1028.6,0.0,1.0,1
2531,2019,4,16,11,20000,1,5,9.1,1028.3,0.0,1.0,1
2532,2019,4,16,12,20000,2,7,8.5,1028.3,0.0,1.0,1
2533,2019,4,16,13,20000,3,7,8.1,1028.3,0.0,1.0,1
2534,2019,4,16,14,20000,3,8,7.5,1027.9,0.0,1.0,1
2535,2019,4,16,15,20000,3,8,7.4,1027.9,0.0,1.0,1
2536,2019,4,16,16,20000,5,7,7.2,1027.7,0.0,1.0,1
2537,2019,4,16,17,20000,7,6,6.2,1027.8,0.0,0.3,1
2538,2019,4,16,18,20000,7,5,6.1,1028.1,0.0,0.0,1
2539,2019,4,16,19,20000,7,5,5.9,1028.1,0.0,0.0,1
2540,2019,4,16,20,20000,3,4,5.9,1028.4,0.0,0.0,1
2541,2019,4,16,21,20000,7,3,5.9,1028.2,0.0,0.0,1
2542,2019,4,16,22,20000,2,3,5.7,1027.9,0.0,0.0,1
2543,2019,4,16,23,20000,0,4,5.7,1027.9,0.0,0.0,1
2544,2019,4,17,0,20000,0,5,5.7,1027.7,0.0,0.0,1
2545,2019,4,17,1,20000,0,4,5.6,1027.6,0.0,0.0,1
2546,2019,4,17,2,20000,0,4,5.7,1027.5,0.0,0.0,1
2547,2019,4,17,3,20000,0,3,5.6,1027.5,0.0,0.0,1
2548,2019,4,17,4,20000,1,4,5.6,1027.7,0.0,0.0,1
2549,2019,4,17,5,20000,0,4,6.3,1028.0,0.0,0.8,1
2550,2019,4,17,6,20000,1,3,7.3,1028.2,0.0,1.0,1
2551,2019,4,17,7,20000,1,3,8.0,1028.6,0.0,1.0,1
2552,2019,4,17,8,20000,0,5,7.9,1028.9,0.0,1.0,1
2553,2019,4,17,9,20000,0,6,8.8,1029.0,0.0,1.0,1
2554,2019,4,17,10,20000,0,7,9.4,1029.0,0.0,1.0,1
2555,2019,4,17,11,20000,0,5,11.0,1029.0,0.0,1.0,1
2556,2019,4,17,12,20000,0,5,10.9,1029.0,0.0,1.0,1
2557,2019,4,17,13,20000,0,4,10.3,1028.8,0.0,1.0,1
2558,2019,4,17,14,20000,0,6,9.6,1028.7,0.0,1.0,1
2559,2019,4,17,15,20000,0,6,9.2,1028.7,0.0,1.0,1
2560,2019,4,17,16,20000,0,5,9.5,1028.8,0.0,1.0,1
2561,2019,4,17,17,20000,0,4,8.5,1029.0,0.0,0.9,1
2562,2019,4,17,18,20000,0,6,8.0,1029.2,0.0,0.0,1
2563,2019,4,17,19,20000,0,6,8.4,1029.8,0.0,0.0,1
2564,2019,4,17,20,20000,0,4,7.8,1029.8,0.0,0.0,1
2565,2019,4,17,21,20000,0,2,6.9,1030.0,0.0,0.0,1
2566,2019,4,17,22,20000,0,3,6.9,1030.1,0.0,0.0,1
2567,2019,4,17,23,20000,0,3,7.0,1030.4,0.0,0.0,1
2568,2019,4,18,0,20000,0,3,6.9,1030.5,0.0,0.0,1
2569,2019,4,18,1,20000,0,3,6.5,1030.6,0.0,0.0,1
2570,2019,4,18,2,20000,0,3,6.5,1030.8,0.0,0.0,1
2571,2019,4,18,3,20000,0,3,6.2,1030.9,0.0,0.0,1
2572,2019,4,18,4,20000,0,2,6.1,1031.2,0.0,0.0,1
2573,2019,4,18,5,20000,0,3,7.1,1031.8,0.0,0.8,1
2574,2019,4,18,6,20000,0,2,8.0,1032.2,0.0,1.0,1
2575,2019,4,18,7,19524,0,2,8.9,1032.7,0.0,1.0,1
2576,2019,4,18,8,20000,0,2,10.8,1033.1,0.0,1.0,1
2577,2019,4,18,9,20000,0,3,11.2,1033.3,0.0,1.0,1
2578,2019,4,18,10,19908,0,3,11.9,1033.3,0.0,1.0,1
2579,2019,4,18,11,20000,0,5,11.5,1033.3,0.0,1.0,1
2580,2019,4,18,12,20000,0,5,11.6,1033.3,0.0,1.0,1
2581,2019,4,18,13,20000,1,5,10.9,1033.1,0.0,1.0,1
2582,2019,4,18,14,20000,1,6,9.9,1032.8,0.0,1.0,1
2583,2019,4,18,15,20000,1,6,9.9,1032.9,0.0,1.0,1
2584,2019,4,18,16,20000,0,5,9.0,1032.8,0.0,1.0,1
2585,2019,4,18,17,20000,0,4,8.4,1032.7,0.0,0.9,1
2586,2019,4,18,18,20000,0,4,7.5,1033.1,0.0,0.0,1
2587,2019,4,18,19,20000,0,4,6.8,1033.3,0.0,0.0,1
2588,2019,4,18,20,20000,0,3,6.7,1033.2,0.0,0.0,1
2589,2019,4,18,21,16292,0,3,6.5,1033.3,0.0,0.0,1
2590,2019,4,18,22,20000,0,3,6.0,1033.6,0.0,0.0,1
2591,2019,4,18,23,20000,0,3,5.7,1033.7,0.0,0.0,1
2592,2019,4,19,0,20000,0,3,5.9,1033.6,0.0,0.0,1
2593,2019,4,19,1,20000,0,4,6.0,1033.5,0.0,0.0,1
2594,2019,4,19,2,20000,0,4,5.8,1033.7,0.0,0.0,1
2595,2019,4,19,3,20000,0,4,5.6,1033.4,0.0,0.0,1
2596,2019,4,19,4,20000,0,3,5.7,1033.6,0.0,0.0,1
2597,2019,4,19,5,20000,0,3,6.5,1034.0,0.0,0.8,1
2598,2019,4,19,6,20000,0,3,7.1,1034.1,0.0,1.0,1
2599,2019,4,19,7,20000,0,4,7.4,1034.4,0.0,1.0,1
2600,2019,4,19,8,20000,0,3,8.5,1034.7,0.0,1.0,1
2601,2019,4,19,9,20000,0,3,9.8,1034.9,0.0,1.0,1
2602,2019,4,19,10,20000,0,4,10.9,1034.7,0.0,1.0,1
2603,2019,4,19,11,20000,0,6,10.8,1034.6,0.0,1.0,1
2604,2019,4,19,12,20000,0,6,10.7,1034.5,0.0,1.0,1
2605,2019,4,19,13,20000,0,5,10.2,1034.2,0.0,1.0,1
2606,2019,4,19,14,20000,0,5,10.3,1033.9,0.0,1.0,1
2607,2019,4,19,15,20000,0,5,9.8,1033.6,0.0,1.0,1
2608,2019,4,19,16,20000,0,4,8.9,1033.3,0.0,1.0,1
2609,2019,4,19,17,20000,0,3,7.7,1033.0,0.0,0.9,1
2610,2019,4,19,18,13925,0,3,6.6,1033.1,0.0,0.0,1
2611,2019,4,19,19,16700,0,3,6.0,1033.0,0.0,0.0,1
2612,2019,4,19,20,20000,0,3,6.1,1032.9,0.0,0.0,1
2613,2019,4,19,21,20000,0,3,6.0,1032.7,0.0,0.0,1
2614,2019,4,19,22,20000,0,4,6.4,1032.4,0.0,0.0,1
2615,2019,4,19,23,20000,0,4,6.5,1032.1,0.0,0.0,1
2616,2019,4,20,0,20000,0,5,6.6,1031.6,0.0,0.0,1
2617,2019,4,20,1,20000,0,6,7.0,1031.4,0.0,0.0,1
2618,2019,4,20,2,20000,0,6,7.0,1030.9,0.0,0.0,1
2619,2019,4,20,3,20000,3,4,6.6,1031.1,0.0,0.0,1
2620,2019,4,20,4,20000,6,4,6.5,1031.2,0.0,0.0,1
2621,2019,4,20,5,20000,5,5,7.7,1031.4,0.0,0.7,1
2622,2019,4,20,6,20000,5,4,8.6,1031.3,0.0,1.0,1
2623,2019,4,20,7,20000,6,4,9.6,1031.3,0.0,1.0,1
2624,2019,4,20,8,20000,6,4,10.8,1031.2,0.0,1.0,1
2625,2019,4,20,9,20000,5,3,11.4,1031.1,0.0,1.0,1
2626,2019,4,20,10,20000,5,4,10.9,1030.9,0.0,1.0,1
2627,2019,4,20,11,20000,5,5,9.7,1030.9,0.0,1.0,1
2628,2019,4,20,12,20000,5,3,10.0,1030.7,0.0,1.0,1
2629,2019,4,20,13,20000,3,4,10.1,1030.4,0.0,1.0,1
2630,2019,4,20,14,20000,3,4,10.2,1030.0,0.0,1.0,1
2631,2019,4,20,15,20000,5,3,10.2,1029.4,0.0,1.0,1
2632,2019,4,20,16,20000,5,3,9.8,1029.0,0.0,1.0,1
2633,2019,4,20,17,20000,3,4,9.1,1028.5,0.0,0.9,1
2634,2019,4,20,18,20000,2,3,8.2,1028.4,0.0,0.0,1
2635,2019,4,20,19,20000,1,3,7.6,1028.4,0.0,0.0,1
2636,2019,4,20,20,20000,1,4,7.8,1028.0,0.0,0.0,1
2637,2019,4,20,21,20000,2,3,7.4,1027.8,0.0,0.0,1
2638,2019,4,20,22,20000,5,3,7.6,1027.2,0.0,0.0,1
2639,2019,4,20,23,20000,2,3,7.3,1026.7,0.0,0.0,1
2640,2019,4,21,0,20000,1,3,7.2,1026.0,0.0,0.0,1
2641,2019,4,21,1,20000,0,3,6.8,1025.5,0.0,0.0,1
2642,2019,4,21,2,20000,1,3,6.6,1025.2,0.0,0.0,1
2643,2019,4,21,3,15364,1,2,3.7,1024.6,0.0,0.0,1
2644,2019,4,21,4,10818,1,2,2.6,1024.2,0.0,0.0,1
2645,2019,4,21,5,13953,1,1,4.4,1023.8,0.0,0.8,1
2646,2019,4,21,6,20000,1,1,8.2,1023.2,0.0,1.0,1
