,Year,Month,Day,Hour,Visibility,Cloud_cover,Wind_speed,Temperature,Pressure,Precipitation,Insolation,Season,comp_0,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6
26,2019,1,2,2,20000,7,8,3.8,1000.1,0.0,0.0,4,-1.173777332987974,2.091101653874501,-0.8454726117532235,0.4812478795329224,-0.4881108348460409,0.6061148283091885,0.04297774076368254
27,2019,1,2,3,20000,7,8,3.6,1001.1,0.0,0.0,4,-1.1532546862991657,2.034991598763677,-0.8657577032577104,0.5412893232279679,-0.523219006175374,0.5605868358215692,0.038682341287188005
28,2019,1,2,4,20000,7,8,2.7,1002.9,0.0,0.0,4,-1.1492675943052857,1.9206833194594626,-0.9269283079451632,0.6867739577045273,-0.5845757679735419,0.4929374788822246,0.0723586662217585
29,2019,1,2,5,20000,7,9,2.9,1004.7,0.0,0.0,4,-1.087464961359226,2.1797646334478618,-1.134066541178792,0.9729741632277816,-0.6258161620170879,0.33820657426889983,-0.16827062131780687
30,2019,1,2,6,5992,7,9,1.4,1006.0,3.2,0.0,4,-2.4525822895174634,2.273092194019418,3.257445645699697,3.8550445393987745,1.3923647528902083,-0.4647823698059215,-0.677319332085375
31,2019,1,2,7,20000,7,10,2.1,1007.0,0.0,0.0,4,-1.0703237918120552,2.3886072863729653,-1.3924430534636263,1.3515451503076878,-0.6815473974009132,0.18454672264238392,-0.34203420194185136
32,2019,1,2,8,5776,7,12,1.5,1007.8,0.0,0.0,4,-2.140396617659033,2.3682775561999176,-1.8485962813687584,1.7813717322348148,0.9136866705376916,-0.8560815427579285,-1.4321744656156195
33,2019,1,2,9,20000,7,10,2.0,1009.1,0.0,0.0,4,-1.0076981318123874,2.278663684776373,-1.4204299293389728,1.4554632719484806,-0.7563637107300717,0.08046325424749771,-0.37559264098605166
34,2019,1,2,10,5518,7,10,1.5,1010.3,0.0,0.0,4,-2.0588350283953205,1.5358545308912386,-1.4845843134488443,1.4614970393960909,0.8050454052719224,-0.8835673531404523,-1.1147739944502852
35,2019,1,2,11,20000,7,9,2.0,1011.0,0.0,0.0,4,-0.93620317252242,1.8351447396528302,-1.2454243243374723,1.326295234622911,-0.8482229391216374,0.0418462019046559,-0.22293700068122765
36,2019,1,2,12,20000,7,12,2.0,1011.9,1.9,0.0,4,-1.1074180993491165,3.3290388370057626,0.8287340074992189,3.6807638797866757,-0.5063942642681537,-0.11264045101299885,-0.7328482515385462
37,2019,1,2,13,20000,7,10,1.9,1013.1,0.0,0.0,4,-0.8828898220345963,2.071477401505881,-1.4696069472355036,1.6471345558437795,-0.8991789194108127,-0.12018708732678918,-0.4464513329560697
38,2019,1,2,14,20000,7,12,1.5,1014.0,0.0,0.0,4,-0.8964696291311613,2.7081082128368315,-1.8903006473302135,2.150255380036148,-0.8823068144701738,-0.2712355768712798,-0.8133590350975002
39,2019,1,2,15,12364,7,12,1.8,1014.5,0.0,0.0,4,-1.4206558797610664,2.337129334442667,-1.8969105844045198,2.108258972711824,-0.05618258066466352,-0.787726105826214,-1.2437259501536864
40,2019,1,2,16,20000,7,9,1.9,1015.2,0.0,0.0,4,-0.8048493206627197,1.6177223846271886,-1.2968318834993917,1.527203693492371,-0.9981959262604418,-0.16896907368851768,-0.29772203506449085
41,2019,1,2,17,20000,7,11,1.7,1016.0,0.0,0.0,4,-0.8094968350795086,2.2644009281708017,-1.7072779277838597,2.011850361373407,-0.9784256530517451,-0.32023177383036777,-0.6780028785890244
42,2019,1,2,18,970,7,10,0.3,1016.9,0.3,0.0,4,-2.276191673616159,1.0374937742946537,-1.1997425889011692,2.085511391280058,1.1239850223416876,-1.4647043905638828,-1.3768475101737823
43,2019,1,2,19,1321,7,9,0.2,1017.4,0.0,0.0,4,-2.2036557006903568,0.6002532700418413,-1.435030571874068,1.638204699722307,0.9959706293148827,-1.4175903758858988,-1.1830220756080865
44,2019,1,2,20,2862,7,11,0.2,1017.9,0.0,0.0,4,-2.0931349404283806,1.3384098263336754,-1.8300253623589025,2.1040813056915413,0.8552617166795979,-1.4614025848582337,-1.492521942381762
45,2019,1,2,21,5655,7,10,0.1,1018.1,0.0,0.0,4,-1.8789676825003563,1.1084692588754859,-1.635237804459591,1.9195307535968482,0.5154959544561449,-1.2342549845972224,-1.1534146456601786
46,2019,1,2,22,530,7,10,-0.8,1018.8,0.0,0.0,4,-2.2860656345232124,0.813684345023006,-1.6940281127263617,1.984474387402657,1.0606663216281593,-1.5702582749768057,-1.3649619647523656
47,2019,1,2,23,539,7,8,-0.6,1019.2,0.0,0.0,4,-2.2414861825294943,0.10600517099978714,-1.2969479523025431,1.5553029896289778,0.9969533905243495,-1.4794157448731626,-1.0077706163422833
48,2019,1,3,0,2480,7,8,-0.2,1019.4,1.6,0.0,4,-2.2139334121611354,0.617304917628835,0.9735956937392903,2.9477861518604707,1.0283341453590766,-1.3225408114087547,-0.8759485520150104
49,2019,1,3,1,3280,7,10,0.1,1019.7,0.0,0.0,4,-2.0004230211806684,0.9168556713018666,-1.6576642304422082,1.9796478063670777,0.7210636682932631,-1.465841782122396,-1.3084729951781413
50,2019,1,3,2,3132,7,8,0.1,1020.0,0.0,0.0,4,-1.9828117993287173,0.202111435926577,-1.2689040852158493,1.5588024364642001,0.6789847898282015,-1.3745535684903882,-0.9421559207836182
51,2019,1,3,3,610,7,10,-1.2,1020.7,0.0,0.0,4,-2.242438133648928,0.710278271134757,-1.7333286808210584,2.100402867415922,0.9851756491163611,-1.6511701567194796,-1.3674246203652773
52,2019,1,3,4,966,7,8,-0.7,1020.8,0.0,0.0,4,-2.163973429790055,0.04137915122405908,-1.3185346624114662,1.6386057351728274,0.8927774664893219,-1.5310703948798892,-1.0092826605910434
53,2019,1,3,5,16334,4,9,1.2,1020.5,0.0,0.0,4,-0.4284269466578406,0.8437713631743587,-1.5378975897133762,2.0756187183091255,-0.29506208898854325,0.05140368275212967,-0.8306924556953814
54,2019,1,3,6,11172,6,10,1.0,1021.1,1.0,0.0,4,-1.2416706717992754,1.3903913110235966,-0.25786838597884804,2.9946941697725498,0.1152920571737357,-0.7928502878471848,-1.0504875814610182
55,2019,1,3,7,20000,6,10,1.4,1021.8,0.0,0.0,4,-0.4573421929923387,1.5085267186925104,-1.6371065178424842,2.1757260728365972,-1.0472625870649948,-0.3147351510505542,-0.6761529773673002
56,2019,1,3,8,20000,4,12,1.1,1022.5,0.0,0.0,4,-0.1287065947482504,1.947143808692658,-2.146283609320513,2.8469529047552613,-0.7004172784086802,0.010502698781827715,-1.2412955552092106
57,2019,1,3,9,20000,5,9,1.2,1023.1,0.0,0.1,4,-0.11163745706563741,1.035259417433688,-1.5274550931221955,2.123787011907596,-0.8356186852591264,-0.1844562741360287,-0.44887824949569544
58,2019,1,3,10,15847,6,8,0.2,1023.8,0.0,0.1,4,-0.6157168499860367,0.5419971181290946,-1.3451005013150732,1.8922415353287008,-0.5831127953638985,-0.6327473968453495,-0.31495057673144294
59,2019,1,3,11,20000,5,9,1.2,1023.9,0.0,0.1,4,-0.08545528873800777,0.9943151304131009,-1.5363772581837463,2.1607357118042287,-0.8642497990913703,-0.22511601021156388,-0.4645836191486707
60,2019,1,3,12,20000,6,8,1.0,1024.1,0.0,0.2,4,-0.1184094498239974,0.7880608650610867,-1.319177731266342,1.87372122140477,-0.9363939015042632,-0.5076997403545598,-0.021220946185361318
61,2019,1,3,13,20000,6,8,0.8,1024.4,0.0,0.3,4,0.013926058400227872,0.8176075066543843,-1.3469292846230596,1.900382001628768,-0.8266786672371604,-0.6189308862628733,0.13297613143124928
62,2019,1,3,14,20000,7,7,0.7,1024.9,0.0,0.1,4,-0.4072740341687979,0.448972645153845,-1.082689308171705,1.6234471424629278,-1.2692133407973167,-0.6155690887772598,0.12853029853956463
63,2019,1,3,15,8035,7,8,0.6,1025.7,0.0,0.0,4,-1.4069141935681666,0.14922625967924144,-1.3001841731779795,1.815871439674028,-0.06930536312683612,-1.3672808520206774,-0.8371367314061327
64,2019,1,3,16,6969,7,8,0.4,1026.2,0.0,0.0,4,-1.4807729910979064,0.06945717788235817,-1.3169495490710983,1.8466347459645984,0.03145005595875971,-1.4548428121342596,-0.887114528527834
65,2019,1,3,17,20000,7,8,1.2,1026.1,0.0,0.0,4,-0.48152269070946224,0.6963262733492153,-1.2541639835617602,1.8622030208888176,-1.4097726619013577,-0.6464697852573426,-0.26807470929160704
66,2019,1,3,18,20000,7,6,1.4,1026.5,0.0,0.0,4,-0.43760192380122515,-0.011768700725283885,-0.85710118686962,1.432979402852736,-1.4724896058584243,-0.5561966892288011,0.0886480797534613
67,2019,1,3,19,20000,7,7,1.3,1027.0,0.0,0.0,4,-0.4366529099686647,0.30645253516894744,-1.0634394796445483,1.6799213242803344,-1.4661833584831072,-0.6369105063091697,-0.10345551321542801
68,2019,1,3,20,20000,7,8,1.3,1027.1,0.0,0.0,4,-0.44269244843955746,0.6476107627410213,-1.2607504972999257,1.9014611113474855,-1.4459019146721521,-0.6999427941551662,-0.2953745776526905
69,2019,1,3,21,20000,7,6,1.3,1027.1,0.0,0.0,4,-0.4240678294158701,-0.04494176415826465,-0.8683590032545564,1.4676187121873339,-1.4936225807521182,-0.5840431524820482,0.08453720880859387
70,2019,1,3,22,20000,7,5,1.2,1027.2,0.0,0.0,4,-0.4175852807234333,-0.3988009116530323,-0.6778447194533406,1.26224388450647,-1.5207214425406501,-0.5285274598515373,0.280198087127474
71,2019,1,3,23,20000,7,4,1.3,1027.1,0.0,0.0,4,-0.4054432103921823,-0.7374942910575514,-0.47596750920918646,1.0337763130271824,-1.541343246832085,-0.4681435108089307,0.4644489952698777
72,2019,1,4,0,20000,7,5,1.3,1027.0,0.0,0.0,4,-0.4180282909449771,-0.3860999917303392,-0.6710479855991787,1.2460789251201834,-1.5139040245630744,-0.521010864636052,0.2764562732458561
73,2019,1,4,1,20000,7,4,1.1,1026.6,0.0,0.0,4,-0.43401212931768274,-0.7168338080047696,-0.4795235412232641,1.024538944416038,-1.522768079725957,-0.43743449815491686,0.4896011638927136
74,2019,1,4,2,20000,7,5,0.8,1026.5,0.0,0.0,4,-0.4649048054515737,-0.37283405318018725,-0.6883025953795767,1.2576249097454162,-1.4943077760154855,-0.48235683557183384,0.3246129107532805
75,2019,1,4,3,20000,7,4,0.2,1025.7,0.0,0.0,4,-0.5183898554295527,-0.6929551186145032,-0.5105818388279826,1.0453217167414643,-1.4874948323403028,-0.3678572458393309,0.5762831114060752
76,2019,1,4,4,20000,7,4,-0.2,1025.1,0.0,0.0,4,-0.5624366091167425,-0.6721062960192273,-0.522154985386912,1.0453213294674857,-1.4646600550441655,-0.3267690885690651,0.6187347638252615
77,2019,1,4,5,10823,7,3,-1.5,1024.4,0.0,0.0,4,-1.3270058365729855,-1.4385767867932702,-0.395218065990591,0.8328839539384719,-0.44346858327238664,-0.7794465394677134,0.44434452147626613
78,2019,1,4,6,3811,7,4,-1.6,1023.8,0.1,0.0,4,-1.8843373802585124,-1.3616364577832745,-0.46214386816042685,1.0758169610311035,0.3941089233732805,-1.2444790547867564,-0.0871384709965518
79,2019,1,4,7,8315,8,4,-1.9,1022.5,0.0,0.0,4,-1.7777937082398834,-1.0154295280034056,-0.5456870719560911,0.8830755988999203,-0.23427738760221983,-1.1233032995870031,0.2890361608764433
80,2019,1,4,8,20000,7,4,-1.7,1021.5,0.0,0.0,4,-0.7717943444965623,-0.5248297269397286,-0.5504981314415354,0.982968946114524,-1.3307146355917585,-0.10407519417812859,0.8044312716865962
81,2019,1,4,9,20000,8,4,-0.9,1020.4,0.0,0.0,4,-0.9303037788452295,-0.34345522631932496,-0.454060551152973,0.784606724903354,-1.4556476307853676,-0.3037396395821708,0.8619274355099659
82,2019,1,4,10,9725,7,3,-0.2,1019.0,0.0,0.0,4,-1.5047621390285753,-1.1808874294824818,-0.27775132343579567,0.4870481602653677,-0.13312281924841712,-0.608892682564473,0.39350549226893994
83,2019,1,4,11,20000,8,3,0.1,1018.1,0.0,0.0,4,-0.9352398846716694,-0.5473681829093413,-0.18655165369059187,0.39218016899919583,-1.4005971163625162,-0.15537646556245782,1.0203547035442846
84,2019,1,4,12,17827,8,1,0.6,1017.7,0.1,0.0,4,-1.0673207522833061,-1.281141799426183,0.36961229920716887,-0.01990285972825522,-1.1793096394099114,-0.16644876416470103,1.2607328625034588
85,2019,1,4,13,15305,8,3,0.6,1016.8,0.0,0.0,4,-1.290887301828783,-0.6854185024146575,-0.1582802525471413,0.27025803938624693,-0.8362000639033134,-0.3996008643015072,0.7631033456737899
86,2019,1,4,14,15557,7,3,0.7,1016.2,0.0,0.0,4,-1.1146490060395406,-0.7459603581725587,-0.19417631429395674,0.32921638095522493,-0.6813768362493706,-0.12142537486471248,0.6830873479296179
87,2019,1,4,15,9059,8,2,0.7,1015.7,0.0,0.0,4,-1.7686003912316983,-1.2614967586323402,0.04269923423930751,-0.04063626907157565,-0.12981789606484578,-0.6835794932851694,0.6418057665627407
88,2019,1,4,16,10657,8,3,0.9,1015.0,0.0,0.0,4,-1.671663838020542,-0.8006369385993976,-0.133474206152339,0.1393712469769301,-0.2584291105487563,-0.6101425391054615,0.533451077554535
89,2019,1,4,17,9904,8,2,1.1,1014.6,0.0,0.0,4,-1.718347534437125,-1.1562999664941556,0.07486224302826265,-0.11424896666344006,-0.1853236830227651,-0.5848021787881256,0.6767205428157732
90,2019,1,4,18,7478,8,2,1.1,1013.9,0.1,0.0,4,-1.9279003631223621,-1.2061797907582643,0.2186614370443598,-0.07317440623001562,0.12412123544666555,-0.6992924485737898,0.5682454860357872
91,2019,1,4,19,3693,8,2,1.2,1013.2,0.0,0.0,4,-2.2126296933645393,-1.3691308514300455,0.08305932031330181,-0.22187475920419356,0.5517822021943358,-0.9092687617323977,0.3731787594023371
92,2019,1,4,20,11239,8,4,1.7,1012.4,0.0,0.0,4,-1.674652970853084,-0.2746845536763303,-0.26302052136627146,0.18416380689800152,-0.2086477102205803,-0.5203115246004807,0.3634925576080641
93,2019,1,4,21,16538,8,4,2.0,1011.6,0.0,0.0,4,-1.2947084027140527,0.018468108039894474,-0.23017639918700364,0.15717788381766157,-0.7674527767843378,-0.15232667560574262,0.63207080006632
94,2019,1,4,22,12734,8,5,3.0,1011.0,0.0,0.0,4,-1.5410362493317682,0.24435624675572118,-0.3813576671150903,0.25503795011162256,-0.3045521458183548,-0.4469458848293735,0.17916794618089313
95,2019,1,4,23,20000,8,4,2.7,1010.4,0.0,0.0,4,-1.0378897359674635,0.25708289546960694,-0.1781505546877289,0.07334773735888524,-1.1100116851798294,0.10916686443959833,0.782190929557104
96,2019,1,5,0,20000,8,4,3.5,1010.0,1.4,0.0,4,-1.129437466681855,0.6665257621428952,1.832259127520914,1.2241841977218537,-0.8755554593114279,0.1562821366542603,0.7858957101151561
97,2019,1,5,1,20000,8,5,3.9,1009.4,0.0,0.0,4,-1.0066993735644614,0.6841176957055073,-0.3083992843181911,0.1609496491226558,-1.0544467856153832,0.0702616480566444,0.5198488728543277
98,2019,1,5,2,3706,8,5,3.8,1008.8,0.0,0.0,4,-2.2249512853201803,-0.040421830037668346,-0.3377099246623471,0.045624024657178484,0.7705463067981267,-0.9275239688287914,-0.3090046428929665
99,2019,1,5,3,3883,8,5,3.9,1008.5,0.0,0.0,4,-2.2157129265681923,-0.014425473228883589,-0.3294564334524883,0.025867476277744106,0.7613548667854523,-0.903726036460199,-0.30156828472269026
100,2019,1,5,4,20000,8,6,4.2,1008.2,0.0,0.0,4,-1.0369773399866533,1.0992049341886614,-0.47751320598222863,0.3016644456214047,-0.9886608632684948,0.06535641492318425,0.3304465652185601
101,2019,1,5,5,14962,8,5,4.2,1008.5,0.0,0.0,4,-1.3865639907585305,0.5048189344004361,-0.29438310199035433,0.06936726605958438,-0.4657263922965735,-0.21069770642003488,0.25222382472487137
102,2019,1,5,6,20000,7,6,4.5,1009.2,1.3,0.0,4,-0.9327985204031711,1.2929385986955537,1.3061388718798284,1.5564546017340948,-0.6569482165347625,0.28551713548878094,0.243675674728041
103,2019,1,5,7,20000,4,6,4.3,1010.2,0.0,0.0,4,-0.2801025561828226,0.5778797822977506,-0.6858126765222946,0.7556503451760213,-0.41426743685338874,0.898598224253724,-0.10547113884646263
104,2019,1,5,8,20000,5,6,4.4,1010.8,0.0,0.0,4,-0.4256926058578334,0.6549937358266013,-0.6402980451109433,0.6842986021300782,-0.5976590255771085,0.6310702113129776,-0.027671791471626003
105,2019,1,5,9,20000,4,5,4.7,1011.2,0.0,0.6,4,0.5946811441125537,0.4892652261092319,-0.5741450031579743,0.5509005764492297,0.2433489818537368,0.2874474848615727,0.9026820890190342
106,2019,1,5,10,20000,7,8,4.2,1011.8,0.0,1.0,4,0.5807695944659795,2.000455304479701,-1.1104280682341854,0.9834059672576883,0.28950949336769444,-1.0119313918769564,1.2301168708770003
107,2019,1,5,11,20000,7,7,4.7,1012.1,0.0,0.0,4,-0.7168097118183714,1.1528447186239033,-0.742013607354849,0.7562071186932321,-0.9445011196940916,0.03033355878206951,-0.0716603174540849
108,2019,1,5,12,20000,7,6,4.1,1012.7,0.0,0.4,4,-0.18558693193464174,0.9603929331480151,-0.641000064785316,0.6043619462623862,-0.5087079012524285,-0.3314430795647391,0.7315266008930201
109,2019,1,5,13,18417,6,8,2.8,1013.8,0.0,0.2,4,-0.4615146813688143,1.2864512184472305,-1.125167476972778,1.2641216268857665,-0.398711726974637,-0.13203286360837577,-0.039455511301609535
110,2019,1,5,14,20000,7,6,2.7,1014.6,0.0,0.2,4,-0.47828424584581175,0.7289814860062797,-0.695570190487158,0.7912051924096578,-0.8114841118636477,-0.188372364522959,0.5120799788017735
111,2019,1,5,15,20000,7,7,1.9,1015.1,0.0,0.0,4,-0.7894974726799867,0.9302878936054779,-0.9033251188213284,1.0887427068451396,-1.0423377031113765,-0.04798696500595662,0.08415292260341527
112,2019,1,5,16,20000,7,5,1.9,1015.4,0.0,0.0,4,-0.761054540533439,0.2223812590734727,-0.5142794366740397,0.6687560701462242,-1.1007950368784336,0.052665275638836884,0.4581751954448343
113,2019,1,5,17,20000,7,6,1.8,1016.3,0.0,0.0,4,-0.7470144425370638,0.5201303514574103,-0.7250788119797436,0.9341723415221388,-1.1088043464192388,-0.04837840947929938,0.2582189176494573
114,2019,1,5,18,20000,7,7,2.2,1016.5,0.4,0.0,4,-0.7617359115065364,0.9715304894856908,-0.3425491702076712,1.4825433171730975,-1.0297879329603592,-0.11338020109003481,0.05000615570910944
115,2019,1,5,19,20000,7,8,1.8,1016.9,0.0,0.0,4,-0.7460024353150273,1.181974663091253,-1.1241619298212768,1.3957262656047669,-1.0825570157134572,-0.19477285320907134,-0.13347189605155926
116,2019,1,5,20,20000,7,7,1.9,1017.1,0.0,0.0,4,-0.7240420518609086,0.8279271760540037,-0.9256305314752068,1.181114456586726,-1.1139154876919908,-0.1496363051948007,0.044889498470974745
117,2019,1,5,21,20000,7,8,1.6,1017.6,0.0,0.0,4,-0.7352981017490793,1.1412187156131484,-1.1411012094276822,1.4419119468385762,-1.1069285193557,-0.22505344466836627,-0.13187778190818863
118,2019,1,5,22,20000,7,10,1.3,1018.1,0.0,0.0,4,-0.7558664611490935,1.8007865186219356,-1.552767634402842,1.9196306366705018,-1.076081217979426,-0.35842040497849076,-0.4986009555179937
119,2019,1,5,23,20000,7,7,1.1,1018.7,0.0,0.0,4,-0.720497970088569,0.7263198166724764,-0.980004402308499,1.3104341316770043,-1.1684548315125869,-0.20976906691866573,0.07482400952392508
120,2019,1,6,0,20000,7,8,1.2,1019.0,0.1,0.0,4,-0.722980641862437,1.0860819590728474,-1.0343069787142287,1.6217642439924964,-1.139752701440454,-0.2821880479723714,-0.12460402890069716
121,2019,1,6,1,20000,7,8,1.3,1019.3,0.0,0.0,4,-0.6979685896339615,1.0468175611917687,-1.1737593879497992,1.5412112873552994,-1.1667485548077585,-0.30351036741867604,-0.14224722353617306
122,2019,1,6,2,20000,7,7,1.4,1019.9,0.0,0.0,4,-0.6629171220160279,0.6722979306442254,-0.979689072134505,1.345073828285575,-1.2124225837024136,-0.278703687442173,0.02826148615987348
123,2019,1,6,3,20000,7,7,0.8,1020.4,0.0,0.0,4,-0.6831684579734512,0.6319186622510966,-1.012662580830616,1.4097334721937271,-1.2282748669646453,-0.28822598966897545,0.06445456789594067
124,2019,1,6,4,20000,7,8,0.8,1020.9,0.0,0.0,4,-0.6761169122805254,0.9526047463128711,-1.2144346810167705,1.6497476092091996,-1.2223089800698155,-0.37158814555274544,-0.1353171813678114
125,2019,1,6,5,20000,7,8,0.1,1021.3,0.0,0.0,4,-0.7057435511392686,0.9148786656297743,-1.2508591116689614,1.7167164500423981,-1.2342420136225283,-0.37337964196670304,-0.08949277213025884
126,2019,1,6,6,20000,7,8,-0.4,1022.2,0.0,0.0,4,-0.7068012710725079,0.8564921018938894,-1.2837275103070758,1.792922659486746,-1.2647502142813731,-0.4058801510346803,-0.06882053151554433
127,2019,1,6,7,20000,7,8,-0.3,1023.3,0.0,0.0,4,-0.664698257761652,0.8026585554081265,-1.2914292946779349,1.8367993374324885,-1.3044583562811944,-0.4644356269419416,-0.09808357108324774
128,2019,1,6,8,20000,7,8,-0.5,1023.5,0.0,0.0,4,-0.6703577794004738,0.7874927873178899,-1.30279222112087,1.8598920812309014,-1.3109354137782836,-0.46930388335402545,-0.08667360090676693
129,2019,1,6,9,20000,7,6,-0.5,1023.8,0.0,0.0,4,-0.641914847253926,0.07958615278588499,-0.9137465389735818,1.4399054445319859,-1.3693927475453405,-0.36865164270923195,0.287348671934652
130,2019,1,6,10,20000,7,5,-1.3,1024.7,0.0,0.0,4,-0.6519678532564174,-0.33247121890227316,-0.7641177683553323,1.3199738076326366,-1.4227401998027072,-0.33525731453044627,0.520981274664597
131,2019,1,6,11,20000,7,3,-1.9,1024.9,0.0,0.0,4,-0.6634128833130137,-1.0500489065619691,-0.40135397110799276,0.9369352899194018,-1.475576481457815,-0.21363257405580646,0.9429756564818135
132,2019,1,6,12,20000,7,2,-2.1,1025.2,0.0,0.0,4,-0.6564873243990403,-1.4166089739794179,-0.2176364211609365,0.747725421624814,-1.5094927612239144,-0.16563347664076913,1.1423783486823162
